class_ratio,repeat_id,fold_id,method,group_id,group_name,group_size,group_total,top_share,hhi,entropy_norm,max_member_value
0.1,0,0,pfi,11,people_liable,1,0.0049523809523809,1.0,1.0,,0.0049523809523809
0.1,0,0,pfi,12,personal_status_sex,1,0.004833333333333099,1.0,1.0,,0.004833333333333099
0.1,0,0,pfi,13,purpose,1,0.0075357142857138,1.0,1.0,,0.0075357142857138
0.1,0,0,pfi,14,residence_since,1,0.0128452380952379,1.0,1.0,,0.0128452380952379
0.1,0,0,pfi,15,savings_status,1,0.027797619047618603,1.0,1.0,,0.027797619047618603
0.1,0,0,pfi,16,telephone,1,0.0020833333333332,1.0,1.0,,0.0020833333333332
0.3,0,0,shap,0,credit_amount+duration_months,2,0.7507285848859668,0.6401439515882016,0.5392806543335122,0.9425636337597068,0.4805743628991215
0.3,0,0,shap,1,credit_history+existing_credits,2,0.4693719860781909,0.8130796442397485,0.696037727274575,0.6949844437783417,0.3816368074565597
0.3,0,0,shap,2,housing+property,2,0.3847873682093101,0.585750482869288,0.5147062906246321,0.9786780578857946,0.22538938673060588
0.3,0,0,shap,3,age_years,1,0.26609742612047693,1.0,1.0,,0.26609742612047693
0.3,0,0,shap,4,checking_status,1,0.7556981158273295,1.0,1.0,,0.7556981158273295
0.3,0,0,shap,5,employment_since,1,0.2777562467814651,1.0,1.0,,0.2777562467814651
0.3,0,0,shap,6,foreign_worker,1,0.031862967047374596,1.0,1.0,,0.031862967047374596
0.3,0,0,shap,7,installment_rate,1,0.2308921421699603,1.0,1.0,,0.2308921421699603
0.3,0,0,shap,8,job,1,0.057279949243864904,1.0,1.0,,0.057279949243864904
0.3,0,0,shap,9,other_debtors,1,0.126471902967541,1.0,1.0,,0.126471902967541
0.3,0,0,shap,10,other_installment_plans,1,0.18949596466245677,1.0,1.0,,0.18949596466245677
0.3,0,0,shap,11,people_liable,1,0.1569305920961778,1.0,1.0,,0.1569305920961778
0.3,0,0,shap,12,personal_status_sex,1,0.0911016131764275,1.0,1.0,,0.0911016131764275
0.3,0,0,shap,13,purpose,1,0.5214298543336328,1.0,1.0,,0.5214298543336328
0.3,0,0,shap,14,residence_since,1,0.1733142101014381,1.0,1.0,,0.1733142101014381
0.3,0,0,shap,15,savings_status,1,0.3213043864094766,1.0,1.0,,0.3213043864094766
0.3,0,0,shap,16,telephone,1,0.06795170656911781,1.0,1.0,,0.06795170656911781
0.3,0,0,pfi,0,credit_amount+duration_months,2,0.0250714285714283,0.708926875593545,0.5873008786905611,0.8701034405445552,0.0177738095238094
0.3,0,0,pfi,1,credit_history+existing_credits,2,0.021666666666666192,0.9423076923076931,0.8912721893491138,0.31821529768323026,0.020416666666666236
0.3,0,0,pfi,2,housing+property,2,0.028749999999999342,0.7362318840579716,0.6116110060911579,0.8323794423953523,0.0211666666666662
0.3,0,0,pfi,3,age_years,1,0.0035595238095237,1.0,1.0,,0.0035595238095237
0.3,0,0,pfi,4,checking_status,1,0.079190476190476,1.0,1.0,,0.079190476190476
0.3,0,0,pfi,5,employment_since,1,0.015869047619047,1.0,1.0,,0.015869047619047
0.3,0,0,pfi,6,foreign_worker,1,0.0021666666666665,1.0,1.0,,0.0021666666666665
0.3,0,0,pfi,7,installment_rate,1,0.0067976190476189,1.0,1.0,,0.0067976190476189
0.3,0,0,pfi,8,job,1,0.0032499999999998502,1.0,1.0,,0.0032499999999998502
0.3,0,0,pfi,9,other_debtors,1,0.0181428571428568,1.0,1.0,,0.0181428571428568
0.3,0,0,pfi,10,other_installment_plans,1,0.005345238095238103,1.0,1.0,,0.005345238095238103
0.3,0,0,pfi,11,people_liable,1,0.0040238095238094,1.0,1.0,,0.0040238095238094
0.3,0,0,pfi,12,personal_status_sex,1,0.0037857142857139,1.0,1.0,,0.0037857142857139
0.3,0,0,pfi,13,purpose,1,0.019273809523808704,1.0,1.0,,0.019273809523808704
0.3,0,0,pfi,14,residence_since,1,0.0029523809523808,1.0,1.0,,0.0029523809523808
0.3,0,0,pfi,15,savings_status,1,0.0094761904761901,1.0,1.0,,0.0094761904761901
0.3,0,0,pfi,16,telephone,1,0.0044285714285711,1.0,1.0,,0.0044285714285711
0.5,0,0,shap,0,credit_amount+duration_months,2,0.7773607077224906,0.6157105299088858,0.5267778534635903,0.9610152874793563,0.47862917328216115
0.5,0,0,shap,1,credit_history+existing_credits,2,0.47136928324292493,0.7901035533467256,0.6683201433287929,0.7412847548753424,0.3724305456287341
0.5,0,0,shap,2,housing+property,2,0.2029458849843672,0.8249978086708978,0.7112471512817709,0.6690207371216614,0.16742991039087898
0.5,0,0,shap,3,age_years,1,0.2626308858980657,1.0,1.0,,0.2626308858980657
0.5,0,0,shap,4,checking_status,1,0.9138233145087836,1.0,1.0,,0.9138233145087836
0.5,0,0,shap,5,employment_since,1,0.3050381856372343,1.0,1.0,,0.3050381856372343
0.5,0,0,shap,6,foreign_worker,1,0.012112488360703,1.0,1.0,,0.012112488360703
0.5,0,0,shap,7,installment_rate,1,0.18549447488705628,1.0,1.0,,0.18549447488705628
0.5,0,0,shap,8,job,1,0.058307556492648696,1.0,1.0,,0.058307556492648696
0.5,0,0,shap,9,other_debtors,1,0.09095136766069319,1.0,1.0,,0.09095136766069319
0.5,0,0,shap,10,other_installment_plans,1,0.102817351158289,1.0,1.0,,0.102817351158289
0.5,0,0,shap,11,people_liable,1,0.0849050030559941,1.0,1.0,,0.0849050030559941
0.5,0,0,shap,12,personal_status_sex,1,0.1049174623321274,1.0,1.0,,0.1049174623321274
0.5,0,0,shap,13,purpose,1,0.5628857920729086,1.0,1.0,,0.5628857920729086
0.5,0,0,shap,14,residence_since,1,0.0746455174085451,1.0,1.0,,0.0746455174085451
0.5,0,0,shap,15,savings_status,1,0.2762268611515521,1.0,1.0,,0.2762268611515521
0.5,0,0,shap,16,telephone,1,0.1814912524922983,1.0,1.0,,0.1814912524922983
0.5,0,0,pfi,0,credit_amount+duration_months,2,0.025702380952380602,0.6540064844835619,0.5474359945259711,0.9304389377712426,0.0168095238095237
0.5,0,0,pfi,1,credit_history+existing_credits,2,0.029321428571427898,0.8989037758830745,0.8182484448275482,0.4724609412852592,0.0263571428571424
0.5,0,0,pfi,2,housing+property,2,0.0055952380952371,0.6212765957447064,0.52941602535085,0.9571354105969306,0.0034761904761900007
0.5,0,0,pfi,3,age_years,1,0.010035714285714,1.0,1.0,,0.010035714285714
0.5,0,0,pfi,4,checking_status,1,0.10161904761904711,1.0,1.0,,0.10161904761904711
0.5,0,0,pfi,5,employment_since,1,0.0113095238095236,1.0,1.0,,0.0113095238095236
0.5,0,0,pfi,6,foreign_worker,1,0.00075,1.0,1.0,,0.00075
0.5,0,0,pfi,7,installment_rate,1,0.0037619047619048,1.0,1.0,,0.0037619047619048
0.5,0,0,pfi,8,job,1,0.0022142857142857,1.0,1.0,,0.0022142857142857
0.5,0,0,pfi,9,other_debtors,1,0.010940476190475917,1.0,1.0,,0.010940476190475917
0.5,0,0,pfi,10,other_installment_plans,1,0.0054642857142853,1.0,1.0,,0.0054642857142853
0.5,0,0,pfi,11,people_liable,1,0.0007976190476187999,1.0,1.0,,0.0007976190476187999
0.5,0,0,pfi,12,personal_status_sex,1,0.0029999999999997537,1.0,1.0,,0.0029999999999997537
0.5,0,0,pfi,13,purpose,1,0.018845238095237703,1.0,1.0,,0.018845238095237703
0.5,0,0,pfi,14,residence_since,1,0.0011785714285714,1.0,1.0,,0.0011785714285714
0.5,0,0,pfi,15,savings_status,1,0.01177380952380926,1.0,1.0,,0.01177380952380926
0.5,0,0,pfi,16,telephone,1,0.002452380952380926,1.0,1.0,,0.002452380952380926
0.1,0,1,shap,0,credit_amount+duration_months,2,0.6347515181937745,0.5421280187293843,0.5035495399241268,0.9948730201324658,0.3441165829438597
0.1,0,1,shap,1,credit_history+existing_credits,2,0.1807807415758838,0.521803058916212,0.5009507467562075,0.9986279273453716,0.09433194394743741
0.1,0,1,shap,2,housing+property,2,0.2595169442080073,0.8690864891426995,0.772449672935368,0.5599381801483363,0.2255426699147789
0.1,0,1,shap,3,age_years,1,0.2248614417811855,1.0,1.0,,0.2248614417811855
0.1,0,1,shap,4,checking_status,1,0.6271936452699939,1.0,1.0,,0.6271936452699939
0.1,0,1,shap,5,employment_since,1,0.141471354383544,1.0,1.0,,0.141471354383544
0.1,0,1,shap,6,foreign_worker,1,0.0022412438414059,1.0,1.0,,0.0022412438414059
0.1,0,1,shap,7,installment_rate,1,0.2400981226840987,1.0,1.0,,0.2400981226840987
0.1,0,1,shap,8,job,1,0.022748004605248298,1.0,1.0,,0.022748004605248298
0.1,0,1,shap,9,other_debtors,1,0.015023889193031801,1.0,1.0,,0.015023889193031801
0.1,0,1,shap,10,other_installment_plans,1,0.0578851151608976,1.0,1.0,,0.0578851151608976
0.1,0,1,shap,11,people_liable,1,0.1317351828424726,1.0,1.0,,0.1317351828424726
0.1,0,1,shap,12,personal_status_sex,1,0.023555367619544,1.0,1.0,,0.023555367619544
0.1,0,1,shap,13,purpose,1,0.2675320204761343,1.0,1.0,,0.2675320204761343
0.1,0,1,shap,14,residence_since,1,0.1267188634598452,1.0,1.0,,0.1267188634598452
0.1,0,1,shap,15,savings_status,1,0.1840276154342804,1.0,1.0,,0.1840276154342804
0.1,0,1,shap,16,telephone,1,0.0656377885187042,1.0,1.0,,0.0656377885187042
0.1,0,1,pfi,0,credit_amount+duration_months,2,0.012892857142857088,0.5706371191135704,0.5099792051933294,0.9855547736537934,0.007357142857142787
0.1,0,1,pfi,1,credit_history+existing_credits,2,0.011785714285714,0.7111111111111045,0.5891358024691302,0.8672816222000344,0.0083809523809521
0.1,0,1,pfi,2,housing+property,2,0.01626190476190427,0.776720351390933,0.6531483057478429,0.7661109899534014,0.01263095238095217
0.1,0,1,pfi,3,age_years,1,0.0162499999999998,1.0,1.0,,0.0162499999999998
0.1,0,1,pfi,4,checking_status,1,0.053202380952380404,1.0,1.0,,0.053202380952380404
0.1,0,1,pfi,5,employment_since,1,0.0057142857142851574,1.0,1.0,,0.0057142857142851574
0.1,0,1,pfi,6,foreign_worker,1,0.000547619047619,1.0,1.0,,0.000547619047619
0.1,0,1,pfi,7,installment_rate,1,0.0087619047619047,1.0,1.0,,0.0087619047619047
0.1,0,1,pfi,8,job,1,0.0016666666666664,1.0,1.0,,0.0016666666666664
0.1,0,1,pfi,9,other_debtors,1,0.0035595238095237,1.0,1.0,,0.0035595238095237
0.1,0,1,pfi,10,other_installment_plans,1,0.002190476190476,1.0,1.0,,0.002190476190476
0.1,0,1,pfi,11,people_liable,1,0.0036785714285714,1.0,1.0,,0.0036785714285714
0.1,0,1,pfi,12,personal_status_sex,1,0.0034999999999998,1.0,1.0,,0.0034999999999998
0.1,0,1,pfi,13,purpose,1,0.013904761904761701,1.0,1.0,,0.013904761904761701
0.1,0,1,pfi,14,residence_since,1,0.0090119047619047,1.0,1.0,,0.0090119047619047
0.1,0,1,pfi,15,savings_status,1,0.019476190476190154,1.0,1.0,,0.019476190476190154
0.1,0,1,pfi,16,telephone,1,0.006880952380952115,1.0,1.0,,0.006880952380952115
0.3,0,1,shap,0,credit_amount+duration_months,2,0.5974909553118313,0.5490834607529111,0.5048183722389652,0.9930373501269774,0.3280724015111833
0.3,0,1,shap,1,credit_history+existing_credits,2,0.37689035877801613,0.8061195970374633,0.6874184153807579,0.7095187494825341,0.3038187041454393
0.3,0,1,shap,2,housing+property,2,0.19580114272927682,0.8352413222333906,0.7247734882655841,0.6455732432818267,0.16354120534801
0.3,0,1,shap,3,age_years,1,0.1053125164788892,1.0,1.0,,0.1053125164788892
0.3,0,1,shap,4,checking_status,1,0.8523542396377308,1.0,1.0,,0.8523542396377308
0.3,0,1,shap,5,employment_since,1,0.1451208172086362,1.0,1.0,,0.1451208172086362
0.3,0,1,shap,6,foreign_worker,1,0.018878169029205902,1.0,1.0,,0.018878169029205902
0.3,0,1,shap,7,installment_rate,1,0.1437605573980953,1.0,1.0,,0.1437605573980953
0.3,0,1,shap,8,job,1,0.0281619555571464,1.0,1.0,,0.0281619555571464
0.3,0,1,shap,9,other_debtors,1,0.0561113735813994,1.0,1.0,,0.0561113735813994
0.3,0,1,shap,10,other_installment_plans,1,0.1304635946009161,1.0,1.0,,0.1304635946009161
0.3,0,1,shap,11,people_liable,1,0.09254930363119629,1.0,1.0,,0.09254930363119629
0.3,0,1,shap,12,personal_status_sex,1,0.08233062000165789,1.0,1.0,,0.08233062000165789
0.3,0,1,shap,13,purpose,1,0.2585009932964409,1.0,1.0,,0.2585009932964409
0.3,0,1,shap,14,residence_since,1,0.0790692143783729,1.0,1.0,,0.0790692143783729
0.3,0,1,shap,15,savings_status,1,0.24218104391858178,1.0,1.0,,0.24218104391858178
0.3,0,1,shap,16,telephone,1,0.0219640766306867,1.0,1.0,,0.0219640766306867
0.3,0,1,pfi,0,credit_amount+duration_months,2,0.0279761904761905,0.8276595744680841,0.7147215934812119,0.6630307796856757,0.0231547619047619
0.3,0,1,pfi,1,credit_history+existing_credits,2,0.013619047619047099,0.7325174825174828,0.608128759352536,0.8378289667574029,0.009976190476190099
0.3,0,1,pfi,2,housing+property,2,0.013238095238094345,0.8435251798561292,0.7360190983903718,0.6258091070606117,0.0111666666666661
0.3,0,1,pfi,3,age_years,1,0.0106071428571428,1.0,1.0,,0.0106071428571428
0.3,0,1,pfi,4,checking_status,1,0.06860714285714249,1.0,1.0,,0.06860714285714249
0.3,0,1,pfi,5,employment_since,1,0.005535714285714254,1.0,1.0,,0.005535714285714254
0.3,0,1,pfi,6,foreign_worker,1,0.00045238095238080004,1.0,1.0,,0.00045238095238080004
0.3,0,1,pfi,7,installment_rate,1,0.0036428571428572002,1.0,1.0,,0.0036428571428572002
0.3,0,1,pfi,8,job,1,0.0020595238095234684,1.0,1.0,,0.0020595238095234684
0.3,0,1,pfi,9,other_debtors,1,0.006297619047618605,1.0,1.0,,0.006297619047618605
0.3,0,1,pfi,10,other_installment_plans,1,0.0023928571428567685,1.0,1.0,,0.0023928571428567685
0.3,0,1,pfi,11,people_liable,1,0.0048333333333332,1.0,1.0,,0.0048333333333332
0.3,0,1,pfi,12,personal_status_sex,1,0.003928571428571043,1.0,1.0,,0.003928571428571043
0.3,0,1,pfi,13,purpose,1,0.01935714285714256,1.0,1.0,,0.01935714285714256
0.3,0,1,pfi,14,residence_since,1,0.0049999999999998,1.0,1.0,,0.0049999999999998
0.3,0,1,pfi,15,savings_status,1,0.0066785714285711,1.0,1.0,,0.0066785714285711
0.3,0,1,pfi,16,telephone,1,0.0007380952380950409,1.0,1.0,,0.0007380952380950409
0.5,0,1,shap,0,credit_amount+duration_months,2,0.7210426788505628,0.595316984826638,0.5181706551928831,0.9736241522734368,0.4292489535046389
0.5,0,1,shap,1,credit_history+existing_credits,2,0.5224851143629052,0.7384524066603387,0.6137191004842151,0.8290727439574009,0.3858303901454897
0.5,0,1,shap,2,housing+property,2,0.2362142548789498,0.7389880857027403,0.6142306102157207,0.8282695291223885,0.1745595200286943
0.5,0,1,shap,3,age_years,1,0.11902641063737679,1.0,1.0,,0.11902641063737679
0.5,0,1,shap,4,checking_status,1,0.983891823708906,1.0,1.0,,0.983891823708906
0.5,0,1,shap,5,employment_since,1,0.1991725507025196,1.0,1.0,,0.1991725507025196
0.5,0,1,shap,6,foreign_worker,1,0.0483179173126816,1.0,1.0,,0.0483179173126816
0.5,0,1,shap,7,installment_rate,1,0.0837840748168352,1.0,1.0,,0.0837840748168352
0.5,0,1,shap,8,job,1,0.0935923421102806,1.0,1.0,,0.0935923421102806
0.5,0,1,shap,9,other_debtors,1,0.1128613139470106,1.0,1.0,,0.1128613139470106
0.5,0,1,shap,10,other_installment_plans,1,0.1335758496163412,1.0,1.0,,0.1335758496163412
0.5,0,1,shap,11,people_liable,1,0.1259838215290219,1.0,1.0,,0.1259838215290219
0.5,0,1,shap,12,personal_status_sex,1,0.1305208247434809,1.0,1.0,,0.1305208247434809
0.5,0,1,shap,13,purpose,1,0.4487504940859735,1.0,1.0,,0.4487504940859735
0.5,0,1,shap,14,residence_since,1,0.09744757872910689,1.0,1.0,,0.09744757872910689
0.5,0,1,shap,15,savings_status,1,0.30424720596589566,1.0,1.0,,0.30424720596589566
0.5,0,1,shap,16,telephone,1,0.1080447522803675,1.0,1.0,,0.1080447522803675
0.5,0,1,pfi,0,credit_amount+duration_months,2,0.0302976190476189,0.744204322200395,0.6192715019627086,0.8203354867438207,0.022547619047619
0.5,0,1,pfi,1,credit_history+existing_credits,2,0.01689285714285691,0.7061310782240984,0.5849800428196588,0.8736666845552533,0.011928571428571212
0.5,0,1,pfi,2,housing+property,2,0.0061547619047612,0.6866537717601561,0.569679261024585,0.8969984169755039,0.00422619047619
0.5,0,1,pfi,3,age_years,1,0.0049523809523808,1.0,1.0,,0.0049523809523808
0.5,0,1,pfi,4,checking_status,1,0.07449999999999989,1.0,1.0,,0.07449999999999989
0.5,0,1,pfi,5,employment_since,1,0.009083333333332801,1.0,1.0,,0.009083333333332801
0.5,0,1,pfi,6,foreign_worker,1,0.0010476190476189,1.0,1.0,,0.0010476190476189
0.5,0,1,pfi,7,installment_rate,1,0.0018809523809523,1.0,1.0,,0.0018809523809523
0.5,0,1,pfi,8,job,1,0.0052142857142856,1.0,1.0,,0.0052142857142856
0.5,0,1,pfi,9,other_debtors,1,0.005999999999999801,1.0,1.0,,0.005999999999999801
0.5,0,1,pfi,10,other_installment_plans,1,0.0054047619047618,1.0,1.0,,0.0054047619047618
0.5,0,1,pfi,11,people_liable,1,3.5714285714227854e-05,1.0,1.0,,3.5714285714227854e-05
0.5,0,1,pfi,12,personal_status_sex,1,0.0049047619047615,1.0,1.0,,0.0049047619047615
0.5,0,1,pfi,13,purpose,1,0.02359523809523763,1.0,1.0,,0.02359523809523763
0.5,0,1,pfi,14,residence_since,1,0.0032023809523807,1.0,1.0,,0.0032023809523807
0.5,0,1,pfi,15,savings_status,1,0.0193690476190473,1.0,1.0,,0.0193690476190473
0.5,0,1,pfi,16,telephone,1,0.0065833333333334,1.0,1.0,,0.0065833333333334
0.1,0,2,shap,0,credit_amount+duration_months,2,0.6267375454183857,0.5163620439444648,0.5005354329640812,0.9992273955908962,0.3236234799689745
0.1,0,2,shap,1,credit_history+existing_credits,2,0.6374782758874054,0.8720762027584871,0.7768814013183496,0.5517165726403522,0.5559296341769157
0.1,0,2,shap,2,housing+property,2,0.19218631150867238,0.5496466751387523,0.5049295847046658,0.9928763800443328,0.1056345671279223
0.1,0,2,shap,3,age_years,1,0.1827714974012197,1.0,1.0,,0.1827714974012197
0.1,0,2,shap,4,checking_status,1,0.6553647749141074,1.0,1.0,,0.6553647749141074
0.1,0,2,shap,5,employment_since,1,0.22496434368835141,1.0,1.0,,0.22496434368835141
0.1,0,2,shap,6,foreign_worker,1,0.0021536881345324,1.0,1.0,,0.0021536881345324
0.1,0,2,shap,7,installment_rate,1,0.18583213003276028,1.0,1.0,,0.18583213003276028
0.1,0,2,shap,8,job,1,0.07891470369100531,1.0,1.0,,0.07891470369100531
0.1,0,2,shap,9,other_debtors,1,0.0089901726255774,1.0,1.0,,0.0089901726255774
0.1,0,2,shap,10,other_installment_plans,1,0.026980459841911098,1.0,1.0,,0.026980459841911098
0.1,0,2,shap,11,people_liable,1,0.1289964654720563,1.0,1.0,,0.1289964654720563
0.1,0,2,shap,12,personal_status_sex,1,0.09412612195552181,1.0,1.0,,0.09412612195552181
0.1,0,2,shap,13,purpose,1,0.22938965054908714,1.0,1.0,,0.22938965054908714
0.1,0,2,shap,14,residence_since,1,0.26175563228990073,1.0,1.0,,0.26175563228990073
0.1,0,2,shap,15,savings_status,1,0.23219507987359056,1.0,1.0,,0.23219507987359056
0.1,0,2,shap,16,telephone,1,0.092462268188456,1.0,1.0,,0.092462268188456
0.1,0,2,pfi,0,credit_amount+duration_months,2,0.0461547619047617,0.8171266443126141,0.7011386170659585,0.6863226929946601,0.0377142857142856
0.1,0,2,pfi,1,credit_history+existing_credits,2,0.021630952380952098,0.8167308750687837,0.7006368944436749,0.6871766859952829,0.0176666666666662
0.1,0,2,pfi,2,housing+property,2,0.014880952380951672,0.7088000000000085,0.5871948800000071,0.8702663249157812,0.010547619047618672
0.1,0,2,pfi,3,age_years,1,0.011714285714285299,1.0,1.0,,0.011714285714285299
0.1,0,2,pfi,4,checking_status,1,0.04822619047618971,1.0,1.0,,0.04822619047618971
0.1,0,2,pfi,5,employment_since,1,0.010083333333332901,1.0,1.0,,0.010083333333332901
0.1,0,2,pfi,6,foreign_worker,1,0.0004642857142857,1.0,1.0,,0.0004642857142857
0.1,0,2,pfi,7,installment_rate,1,0.0037738095238092004,1.0,1.0,,0.0037738095238092004
0.1,0,2,pfi,8,job,1,0.006142857142857,1.0,1.0,,0.006142857142857
0.1,0,2,pfi,9,other_debtors,1,0.0003214285714283853,1.0,1.0,,0.0003214285714283853
0.1,0,2,pfi,10,other_installment_plans,1,0.0027023809523805996,1.0,1.0,,0.0027023809523805996
0.1,0,2,pfi,11,people_liable,1,0.0084880952380951,1.0,1.0,,0.0084880952380951
0.1,0,2,pfi,12,personal_status_sex,1,0.00572619047619034,1.0,1.0,,0.00572619047619034
0.1,0,2,pfi,13,purpose,1,0.01547619047618954,1.0,1.0,,0.01547619047618954
0.1,0,2,pfi,14,residence_since,1,0.008809523809524,1.0,1.0,,0.008809523809524
0.1,0,2,pfi,15,savings_status,1,0.011404761904761397,1.0,1.0,,0.011404761904761397
0.1,0,2,pfi,16,telephone,1,0.0051547619047619,1.0,1.0,,0.0051547619047619
0.3,0,2,shap,0,credit_amount+duration_months,2,0.5164666626690886,0.5221489897389419,0.5009811554929116,0.99858402852774,0.2696725461465075
0.3,0,2,shap,1,credit_history+existing_credits,2,0.2859174362336863,0.8555961528778657,0.7528972478830769,0.5956569002401229,0.2446298584822445
0.3,0,2,shap,2,housing+property,2,0.2150081660511083,0.6418439200169307,0.5402393952915389,0.9411419443498034,0.13800168413389452
0.3,0,2,shap,3,age_years,1,0.1194775470286839,1.0,1.0,,0.1194775470286839
0.3,0,2,shap,4,checking_status,1,0.6759678422728783,1.0,1.0,,0.6759678422728783
0.3,0,2,shap,5,employment_since,1,0.1843788584312533,1.0,1.0,,0.1843788584312533
0.3,0,2,shap,6,foreign_worker,1,0.0,,,,0.0
0.3,0,2,shap,7,installment_rate,1,0.1141014081511879,1.0,1.0,,0.1141014081511879
0.3,0,2,shap,8,job,1,0.036633936899271496,1.0,1.0,,0.036633936899271496
0.3,0,2,shap,9,other_debtors,1,0.025908437297982,1.0,1.0,,0.025908437297982
0.3,0,2,shap,10,other_installment_plans,1,0.0635772772701338,1.0,1.0,,0.0635772772701338
0.3,0,2,shap,11,people_liable,1,0.0619285497531818,1.0,1.0,,0.0619285497531818
0.3,0,2,shap,12,personal_status_sex,1,0.0417267054299588,1.0,1.0,,0.0417267054299588
0.3,0,2,shap,13,purpose,1,0.2628304937870353,1.0,1.0,,0.2628304937870353
0.3,0,2,shap,14,residence_since,1,0.048809815793938297,1.0,1.0,,0.048809815793938297
0.3,0,2,shap,15,savings_status,1,0.1474022756433288,1.0,1.0,,0.1474022756433288
0.3,0,2,shap,16,telephone,1,0.0191226689084199,1.0,1.0,,0.0191226689084199
0.3,0,2,pfi,0,credit_amount+duration_months,2,0.0423809523809521,0.8438202247191028,0.7364246938517887,0.6250915243461317,0.0357619047619046
0.3,0,2,pfi,1,credit_history+existing_credits,2,0.0091071428571425,0.681045751633986,0.5655551283694299,0.9032406142957707,0.0062023809523807
0.3,0,2,pfi,2,housing+property,2,0.016940476190475513,0.7484188334504621,0.6234238336257769,0.8137746093120238,0.012678571428571012
0.3,0,2,pfi,3,age_years,1,0.0076904761904761,1.0,1.0,,0.0076904761904761
0.3,0,2,pfi,4,checking_status,1,0.05936904761904731,1.0,1.0,,0.05936904761904731
0.3,0,2,pfi,5,employment_since,1,0.003154761904761646,1.0,1.0,,0.003154761904761646
0.3,0,2,pfi,6,foreign_worker,1,0.0,,,,0.0
0.3,0,2,pfi,7,installment_rate,1,0.009214285714285599,1.0,1.0,,0.009214285714285599
0.3,0,2,pfi,8,job,1,0.0031666666666664,1.0,1.0,,0.0031666666666664
0.3,0,2,pfi,9,other_debtors,1,0.005392857142856901,1.0,1.0,,0.005392857142856901
0.3,0,2,pfi,10,other_installment_plans,1,0.0055238095238094,1.0,1.0,,0.0055238095238094
0.3,0,2,pfi,11,people_liable,1,4.761904761901858e-05,1.0,1.0,,4.761904761901858e-05
0.3,0,2,pfi,12,personal_status_sex,1,0.0028571428571425943,1.0,1.0,,0.0028571428571425943
0.3,0,2,pfi,13,purpose,1,0.028583333333332843,1.0,1.0,,0.028583333333332843
0.3,0,2,pfi,14,residence_since,1,0.0071190476190476,1.0,1.0,,0.0071190476190476
